,abnormal_returns,t-1~t CAR,t-2~t CAR,t-3~t CAR,t-3~t+1 CAR,t-3~t+2 CAR,t-3~t+3 CAR,t~t+1 CAR,t~t+2 CAR,t~t+3 CAR,FX factor,Electronic Parts and Components Manufacturing,Semi-conductors Manufacturing,Others,Optoelectronic Materials and Components Manufacturing,Computers and Peripheral Equipment Manufacturing ,Building Materials Construction,"Power Generation, Transmission and Distribution Machinery Manufacturing",Textiles Mills,Information and Communications Technology,Medical Materials and Supplies Manufacturing,Other Electronic Parts and Components Manufacturing ,Motor Vehicles Manufacturing,Basic Iron and Steel Manufacturing,Chemical Products Manufacturing,Shipping Business,Food Manufacturing,Plastic Products Manufacturing,Department Industry,Electronic Distribution Industry,Tourist Industry,Electrical Cable Industry,Financial Holdings Industry,Information Services Industry,Rubber Products Manufacturing,Banking Industry,Paper Industry,"Oil, Electricity and Gas Industry",Cement and Cement Products Manufacturing,Insurance Industry,Glass and Glass Products Manufacturing,Securities Industry,Renewable energy usage rate of listed companies,Greenhouse gas emission intensity,Close Price,Turnover ratio％,Foreign trading ratio ,Financing balance(amount),Net buy_sell by foreign capital,Net buy_sell by dealer,Net buy_sell days by foreign capital,Institutional investor transaction rate,Outstanding shares (million),Foreign investor cumulative overbought_oversold ,Financing balance_Short sales balance(amount),Cumulative net buy_sell by investment trust,Short sales use ratio,Financing balance_Short sales balance(ratio),Net Buy_Sell by Investment Trust,Net buy_sell days by dealer,Net buy_sell,Short sales balance(amount),Increased financing(amount),cumulative net buy_sell by dealer,Institutional investor Trading days  ,Institutional investor cumulative overbought_oversold ,common stock trading ratio ,Financing balance(thousand yuan),Financing use ratio,Investment trust Trading days  ,Ratio of Margin Trading , Short Sale _ Margin Purchase Ratio,Short sales balance(thousand yuan),Increased short sales(amount),Ratio of dealer transactions,Investment Trust trading ratio,Cash Flow From Operating Activities ,PB ratio,Quick ratio ,Treasury stocks book value ,Cash and Cash equivalents ,PE ratio ,Loan from bank(non-current),Operating margin ratio,Other equity interest ,AR,Goodwill and intangible assets ,Other Comprehensive Income (OCI),Inventory,Dividend Payout Ratio,ROE,Cash Flow from Financing Activities ,Interest income ,cash flow ratio,Gross Profit ratio,Cost of revenue,Market Value,(Inventory+AR) divided by Net income,Operating expenses,Tax rate(A),AR turnover,cash dividend ratio ,Dividend Yield ,Non-current assets ,Asset Growth Rate,ROA,Profit before tax ratio,Other long-term debt (Non-current),R&D,lease liabilities (Non current),Non-current liability ,Operating income,Cash Flow From Investing Activities ,retained earning ,AP,current ratio,current liability ,debt ratio ,Profit after tax ratio,Operating revenue(net),current asset,Interest-bearing debt ratio ,effect of exchange rates ,Proportion of supervisors with doctoral degrees,Number of general manager changes in the month,Average attendance of Chairman of the Board,Employee turnover rate,Percentage of directors and supervisors with masters degrees,Directors average hours of study,Number of changes in chairmanship for the month,Reinvestment to net value ratio,Number of directors and supervisors with financial experience,Sales percentage to related parties,equity of stock holdings (Major shareholder),Average attendance of the Board of Directors,Employee bonus cash,tockholding of Directors and Supervisors,Directors liability insurance coverage to revenue percentage,Managers shareholding,Reinvestment to assets ratio,Directors liability insurance coverage to net value percentage,Percentage of directors and supervisors with a bachelors degree,Employee bonus to net income before tax ratio,Total social responsibility events,Number of Underwriting Insurance Companies,Management Internalization ratio,Number of Board Meetings,Directors liability insurance coverage to total assets percentage,Employee bonus shares,Directors salary,Internal audit variation in the current month,Directors liability insurance coverage,company age,A,F,G,M
3432,0.0916598247998199,0.0871595710660508,0.0963034789770343,0.168688588062508,0.0937352629134012,0.0833684241833844,0.0821872317169178,0.0167064996507131,0.0063396609206963,0.0051584684542297,0.0084591522760721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.72,9.36,1308.0,25.0,15.0,1.0,11.28,67.0,25.0,6.0,0.0,0.0,1.54,0.0,2.0,40.0,0.0,0.0,16.0,1.0,40.0,86.9,15622.88,7.86,0.0,1.82,0.0,0.0,0.0,1.92,0.0,32891,0.56,2547.83,0,95496,0.0,3983,-47.09,-80724,12173,0,9042,1266,0,2.26,-34124,14,51.39,28.27,15559,872277,0.86,16347,16.35,4.4,1.91,1.91,129488,-6.01,1.99,143.21,0,1634,267,134142,-10215,8430,789878,6786,2553.08,64006,11.24,119.8,21691,1634122,0.58,-17903,0,0,100,0,25,6.0,0,2.66,1,0,34.84,90.63,2.6,18.39,226.67,0.26,2.36,5.23,25,3.62,0,1,75,4,4.67,0,0.8,0,83.25,10.0,0,1,0,0
3437,0.0320003971698142,0.033659991928511,-0.029068646042864,0.052931647424513,-0.0587324986499071,-0.0656863218950212,-0.0244039162869573,-0.0796637489046059,-0.0866175721497199,-0.045335166541656,0.0053375042063365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,4.64,29.12,6223.0,195.0,5.0,1.0,29.16,145.0,195.0,46.0,0.0,0.44,0.74,0.0,1.0,200.0,159.0,0.0,5.0,1.0,200.0,70.01,162496.22,17.22,0.0,0.83,2.56,4151.84,0.0,0.04,0.0,528502,1.48,159.24,0,1365807,32.38,0,2.21,1694,1345329,47686,41078,444638,73.66,3.92,-330033,1902,30.37,13.25,2190936,4069026,65.21,278763,19.9,3.33,0.0,0.0,1249554,-0.44,2.32,3.19,0,46386,413,4452,55883,119117,344839,1213040,186.19,1740264,38.86,2.55,2525582,3240212,0.48,3178,0,0,100,7,57.14,8.57,0,4.85,1,12,21.21,89.74,5.7,7.52,6.34,0.01,2.97,10.0,57.14,5.33,0,1,0,6,6.56,0,0.1,0,278.9,6.0,0,1,0,0
3443,0.0648620492312398,-0.0023762966801519,0.0188477397720927,0.0598413828425176,-0.0385715784006041,-0.0083446085535663,-0.000841161563201,-0.033550912011882,-0.0033239421648441,0.0041795048255211,-0.0131008984461686,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,304.5,2.49,31.3,3950.0,-323.0,-21.0,-1.0,33.72,134.0,-323.0,9.0,1.0,0.39,0.41,1.0,-1.0,-343.0,130.0,0.0,-21.0,-1.0,-343.0,65.77,1237379.77,11.79,1.0,0.52,3.29,40723.89,0.0,2.39,0.02,2919266,12.78,112.4,0,4531472,38.0,0,8.88,-36634,1187296,458748,-14481,1643400,64.25,11.64,-698881,5887,41.45,33.17,4419412,55346543,65.37,1606334,17.93,11.2,1.21,1.21,1441667,36.07,4.75,9.72,125599,1309332,230914,477297,587282,-1572173,2993931,1262498,147.79,7042465,63.46,7.98,6613028,10408152,0.0,-13493,77.78,0,40.0,11,22.22,9.78,0,0.0,3,1,18.06,93.33,271.77,34.84,2.98,0.3,0.0,8.55,22.22,15.87,0,1,0,5,3.03,0,27.72,0,450,14.0,0,0,0,1
3450,0.0749019815231161,0.0649432036144514,0.0464876628682233,0.1248717130414603,0.0164139274711589,-0.0188299536962959,0.0271932319774158,-0.0335558040471853,-0.0687996852146401,-0.0227764995409284,0.0033967487217365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.05,1.57,29.65,8230.0,90.0,-10.0,1.0,30.29,146.0,90.0,0.0,0.0,0.13,0.0,0.0,-1.0,80.0,47.0,0.0,-10.0,1.0,80.0,69.5,405315.16,22.6,0.0,0.2,0.57,2314.68,6.0,0.64,0.0,790500,2.03,162.18,0,2663300,8.99,322122,16.2,-66409,1331617,4579,-155,329202,70.67,6.7,557536,3861,30.81,24.18,2716720,8274681,28.34,286202,26.85,5.68,2.46,2.46,4516872,13.56,4.41,14.92,0,74182,35769,1003110,580389,-928624,2223722,1076051,191.47,2565739,37.85,10.91,3583311,4912652,0.55,-53708,42.86,0,100,9,14.29,6.0,0,1.39,1,3,11.27,98.41,55.5,7.72,3.1,0.89,0.86,3.68,14.29,11.98,0,1,0,9,2.25,0,15.5,0,223.08,14.0,0,1,0,0
3454,0.0416305600716746,0.0485692096884834,0.0948668902171677,0.1075036176239351,0.0269660780169481,0.0128616706124392,0.033524697641302,-0.0389069795353123,-0.0530113869398212,-0.0323483599109584,-0.0003856229481396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.6,22.77,774.0,-21.0,1.0,-1.0,22.98,87.0,-21.0,0.0,0.0,0.01,0.0,0.0,1.0,-20.0,2.0,0.0,1.0,-1.0,-20.0,76.86,54306.24,3.56,0.0,0.17,0.26,140.33,2.0,0.21,0.0,-94687,2.44,117.13,0,1207419,32.15,335786,3.04,-54230,709542,136183,-10577,1426547,64.42,4.67,120430,1825,-5.04,31.74,1915556,6965256,73.81,805511,20.89,7.59,2.49,2.49,1419488,11.49,2.74,6.57,0,357743,10213,365204,85205,-233979,1552306,776372,197.84,1880219,43.69,5.2,2806272,3719908,0.7,-9359,33.33,0,100.0,15,22.22,8.22,0,7.3,1,0,10.89,100.0,20.95,55.67,10.42,1.34,4.11,19.23,22.22,12.68,0,4,0,6,10.63,0,1.68,0,568.0,9.0,0,1,0,0
3481,0.084940843347737,0.0752418378381623,0.0726296175894168,0.1569922841927519,0.0426249650555852,-0.0357357908455807,0.0492265878273333,-0.0294264757894297,-0.1077872316905957,-0.0228248530176816,0.0142057434185866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,18.85,6.06,20.87,398297.0,43895.0,-5051.0,1.0,24.2,10471.0,43895.0,1371.0,-12260.0,0.29,0.22,-10567.0,-6.0,28277.0,7531.0,0.0,-45109.0,1.0,28277.0,75.46,7773562.55,15.22,-2.0,0.33,1.89,146982.53,0.0,2.38,0.95,58186461,0.78,118.95,0,26824569,4.58,39284942,21.83,-1599670,63013764,17526548,4530295,35082841,19.27,14.48,3564273,293510,52.99,29.64,124584028,217904195,34.95,13832523,8.18,6.15,1.92,1.92,273572059,23.59,9.13,20.29,0,7256455,4719546,51367666,38657677,-60894143,74236912,53307460,153.22,109812552,36.48,18.63,177074228,168259375,1.06,-564105,28.57,0,100,10,57.14,6.86,0,25.68,0,2,14.0,97.62,4246.99,1.7,0.48,0.11,16.31,0.55,57.14,6.96,0,9,0,6,0.36,0,65.34,0,1674.0,14.0,0,1,0,0
3494,0.0888378239777995,0.0954425136735454,0.1244504969708336,0.216282563653914,0.1094639328582637,0.1778676359819495,0.2895774392184306,-0.0179808068178507,0.0504228963058349,0.162132699542316,0.0030100229939844,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,3.8,0.72,4.93,0.0,-46.0,0.0,-5.0,4.93,179.0,-384.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,0.0,0.0,-5.0,-384.0,95.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26354,0.71,9.63,0,40067,0,48325,-80.85,-23132,25907,124365,-4231,262522,0,-11.96,11537,427,-3.84,-12.04,233853,572446,25.26,143605,0,18.14,0,0,1867118,-17.61,-6.12,-67.6,352681,38772,71432,481929,-168744,1640,-1015436,52672,64.56,686540,50.58,-67.58,208714,443249,1.46,-4083,20.0,0,100.0,0,0.0,12.0,0,0.0,0,0,18.43,90.38,0,17.1,18.27,0.19,0.0,8.01,0.0,0,0,1,25.0,9,3.72,0,0,0,83.22,13.0,0,0,0,1
3501,0.0393661255417588,0.0359333012758856,0.0425524681756334,0.086148030589631,0.0412181771647615,0.0423013566776408,0.0537323651183706,-0.0055637278831106,-0.0044805483702313,0.0069504600704984,-0.00502361436856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.6,26.47,749.0,-68.0,2.0,-2.0,26.64,118.0,-183.0,0.0,0.0,0.01,0.0,0.0,1.0,-66.0,2.0,0.0,2.0,-2.0,-183.0,73.33,34903.77,2.53,0.0,0.03,0.27,93.2,2.0,0.18,0.0,-237425,1.05,211.37,0,1974311,13.12,57350,8.09,-395184,1449890,7707,-55273,1760282,68.49,2.08,32804,9347,-13.49,19.88,2030754,6066584,55.75,298750,31.5,3.51,4.87,4.87,2527184,6.95,1.53,10.2,0,21160,50,562112,204994,175717,3224667,557375,315.5,1760007,28.74,6.99,2534498,5552778,0.47,-87929,0,0,100,14,0,0,0,5.37,0,4,17.6,100,18.79,21.25,4.99,4.83,3.83,4.68,0,4.28,0,1,0,7,3.35,0,0.73,0,278.6,13.0,0,0,0,1
3504,0.0512119563303071,0.0812175900589389,0.079731438500442,0.1092165986088421,0.0011201588208805,-0.0193486742557713,0.0327829335195547,-0.0568844834576544,-0.0773533165343063,-0.0252217087589802,0.0095744331843981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.1,1.65,32.05,3523.0,381.0,-8.0,1.0,32.48,114.0,381.0,3.0,0.0,1.77,0.26,0.0,-3.0,373.0,506.0,0.0,-17.0,1.0,373.0,67.03,224733.93,12.36,0.0,0.48,14.36,32277.99,0.0,0.43,0.0,1662,3.28,111.6,0,1137137,0.0,293616,-0.81,-216060,734988,94855,-28580,706566,0,-1.54,-27637,7039,0.09,16.05,1790180,10265310,46.01,359573,0.0,6.48,0.0,0.0,2813264,-10.74,-0.88,-0.24,0,192068,345509,669641,-17337,-155761,551713,628879,154.65,1810390,44.18,-0.94,2132416,2799799,0.36,-16847,14.29,0,100,17,57.14,9.43,0,4.99,1,10,26.7,100.0,6.88,38.74,12.18,0.06,2.79,17.46,57.14,17.65,0,2,0,6,9.36,0,0,0,555.9,13.0,0,0,0,1
3515,0.0610672376506657,0.0946367556990963,0.0758609022772764,0.1271093862106004,0.066606575104749,0.0246296836562058,0.0704159174628518,0.0005644265448142,-0.0414124649037289,0.0043737689029171,-0.009474711937237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,142.0,3.0,21.47,2093.0,158.0,-41.0,1.0,25.66,121.0,158.0,1.0,-40.0,0.12,0.05,-40.0,-6.0,77.0,37.0,0.0,-344.0,1.0,77.0,74.19,298616.47,6.94,-1.0,0.15,1.77,5278.93,4.0,3.13,1.05,1371076,3.26,101.61,0,2865077,8.27,0,16.7,-556305,1844796,8752,-83648,6606250,67.11,16.7,-14641,6466,21.91,28.02,7237075,23283906,111.27,1137742,20.35,11.51,4.15,4.15,758334,16.32,9.71,16.59,0,572118,29679,70315,1679286,-1174910,3362941,3309894,210.4,6256467,45.44,13.21,10054103,13163811,0.0,-79595,42.86,0,100,14,42.86,6.86,0,4.27,1,0,19.88,92.86,237.95,47.43,1.44,4.11,2.33,3.24,42.86,8.31,0,1,0,8,1.79,0,23.8,0,284.49,13.0,0,0,0,1
3518,0.0894256134110391,0.0705987972796118,0.0705063465832684,0.1719642933187064,0.0879109031769536,0.0682669647039767,0.0905582315722547,0.0053722232692863,-0.0142717152036905,0.0080195516645874,-0.0065296141423522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.95,0.45,20.52,4398.0,5.0,1.0,3.0,20.68,81.0,132.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,3.0,129.0,79.07,103103.63,21.79,0.0,0.25,0.02,23.44,0.0,0.15,0.0,32668,1.57,210.41,-34651,514685,30.99,81294,7.53,-166207,442892,776,-18207,11385,0,-0.91,-182192,7483,6.47,36.71,258166,2148003,33.12,119015,83.3,1.85,0.0,0.0,891249,-3.83,-0.6,8.33,0,18216,10190,104523,30732,2635,-49966,8310,215.79,505159,30.77,1.39,407913,1090103,1.37,-11579,0.0,0,100,28,44.44,9.0,0,12.0,1,0,12.94,94.37,3.3,10.28,24.79,0.15,8.31,14.0,44.44,5.69,0,1,25,7,10.56,0,0.83,0,198.38,13.0,0,0,0,1
3528,0.0031347310104274,0.0041262121859223,0.0020590493876627,0.0181181362295498,0.0027129447736924,0.016145478736502,0.0288649456346532,-0.0122704604454299,0.0011620735173796,0.0138815404155308,0.0009367794128443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.75,0.85,19.78,52.0,65.0,-1.0,1.0,20.0,66.0,65.0,0.0,0.0,0.0,0.0,0.0,-1.0,64.0,0.0,0.0,-1.0,1.0,64.0,80.0,2276.68,0.32,0.0,0.0,0.0,0.0,0.0,0.22,0.0,-708400,2.17,82.04,0,488919,10.47,0,5.05,53076,1534032,1642,36010,1352640,83.72,12.2,797354,211,-27.91,11.18,2870241,3280750,191.16,198130,20.91,5.14,5.8,5.8,170508,14.03,4.99,5.81,0,45928,5030,36860,163140,-34150,517922,889857,154.24,2537781,63.03,4.6,3231511,3914182,1.03,0,0,0,100,4,28.57,6.0,0,7.83,0,13,10.22,100.0,50.44,59.92,4.44,10.25,2.89,15.11,28.57,13.37,0,1,0.0,5,5.56,0,10.97,0,278.95,4.0,0,0,0,1
3530,0.0852604180090594,0.0622390824899917,0.0250875225710481,0.1165376394540442,0.0043159534826835,-0.0221698983445071,0.0162369326007005,-0.0269612679623013,-0.053447119789492,-0.0150402888442843,-0.0129011008994491,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.8,4.19,24.3,4987.0,183.0,-111.0,1.0,26.52,78.0,183.0,3.0,0.0,0.18,0.12,0.0,-6.0,72.0,35.0,0.0,-177.0,1.0,72.0,73.14,439317.8,25.54,0.0,0.34,0.7,3083.24,0.0,2.23,0.0,557772,4.89,256.88,-96995,977617,17.9,300000,21.69,-5670,6918,206838,-1420,963999,36.44,15.29,1518,2755,77.26,33.34,1339519,12575710,37.76,234197,16.76,202.16,1.72,1.72,749947,24.2,11.04,21.92,0,185235,5562,312539,435779,-129229,760876,347759,395.54,721983,28.69,18.25,2009495,2855723,0.5,-41,0,0,100,7,80,7.8,0,0.14,0,0,16.57,96.67,78.5,23.91,2.09,8.57,0.1,3.06,80,8.79,0,1,14.29,6,2.16,0,10.0,0,83.69,2.0,0,1,0,0
3532,0.0044813899951147,-0.0357067128476265,-0.0245042223276607,-0.0255245822179257,-0.1118068568229068,-0.1101367401264785,-0.0874941546714313,-0.0818008846098663,-0.0801307679134381,-0.0574881824583908,0.007292408627367,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,147.0,5.75,46.22,1552.0,870.0,32.0,2.0,46.89,388.0,1228.0,35.0,26.0,0.15,0.62,26.0,1.0,927.0,148.0,0.0,32.0,2.0,1280.0,52.45,236025.06,1.6,1.0,0.66,9.54,22507.54,5.0,0.44,0.23,1279167,3.65,420.15,0,7095981,52.14,0,14.11,-9716,2024581,6545,-29931,2893544,61.03,2.83,-61750,10645,51.4,19.5,4677690,73303272,24.49,313588,15.08,5.81,1.14,1.14,9489142,-0.26,2.48,12.19,0,0,14188,434207,819810,-2017704,10475897,418811,543.15,2488768,12.7,10.35,5811088,13517732,0,36210,10,0,100,7,30,6.8,0,0.0,0,18,12.35,90.91,5.06,74.63,1.63,0,0.0,0.95,30,0.3,0,4,0,7,0.84,0,0,0,198.7,13.0,0,1,0,0
3533,-0.0055121073378716,-0.1052700351312228,-0.0752023382139586,-0.0487743470838967,-0.089488857008541,-0.074895638010066,-0.0542819772946539,-0.0462266172625159,-0.0316333982640409,-0.0110197375486288,-0.003757929720891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,2.34,21.2,1444.0,-85.0,-9.0,-3.0,36.69,103.0,-410.0,2.0,1597.0,0.18,0.1,546.0,-1.0,451.0,46.0,0.0,-9.0,2.0,891.0,63.12,743564.84,5.58,7.0,0.19,3.19,23686.97,8.0,1.42,14.08,1450701,4.47,136.17,0,3199732,15.73,15283,20.74,-738945,6996119,192597,-144922,4102753,48.83,9.62,810199,6170,18.35,40.98,5667064,60430568,76.25,1944400,25.69,2.77,2.28,2.28,7647403,23.16,6.64,21.6,0,955185,164526,293862,1991122,-1869385,9267645,3091030,191.12,7904796,36.03,16.05,9602586,15107496,0.39,-141195,14.29,0,100,13,28.57,8.57,0,2.49,0,0,29.52,95.65,122.06,20.06,0.4,0.01,1.59,0.47,28.57,3.1,0,1,11.76,9,0.32,0,4.48,0,85.17,13.0,1,0,0,0
3535,0.0868974540537841,0.0705341457300406,0.0781162355268926,0.1810862622079411,0.119036120077852,0.0638265472509693,0.109804782879096,0.024847311923695,-0.0303622609031877,0.015615974724939,-0.0068166086936634,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544,14.8,1.51,21.79,2536.0,-79.0,1.0,-2.0,21.94,79.0,-145.0,0.0,0.0,0.05,0.0,0.0,1.0,-78.0,9.0,0.0,1.0,-4.0,-440.0,77.85,37976.6,12.83,0.0,0.22,0.35,134.78,2.0,0.15,0.0,234385,1.38,123.26,0,752407,0.0,316909,8.72,-5249,390637,3205,-407,250794,40.83,4.55,-117462,810,25.21,26.97,535057,1260879,70.06,133707,8.34,2.83,0.0,0.0,495702,-0.72,1.79,6.13,0,75716,2640,324972,63856,-4668,31718,328171,180.1,929831,57.82,5.62,732620,1674583,0.55,-5202,25.0,0,100,14,58.33,7.17,0,0.44,3,0,6.95,87.5,7.66,17.82,9.83,0,0.19,14.27,58.33,7.62,0,1,66.67,6,6.29,0,1.53,0,138.58,12.0,0,1,0,0
3545,0.0861445205751937,0.1188688413307293,0.0543499702025958,0.0668371721006814,-0.0392670175418181,-0.1397031709128218,-0.0642007076091983,-0.0199596690673058,-0.1203958224383095,-0.044893359134686,0.0307541106790858,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,148.5,20.9,15.65,20567.0,-852.0,-48.0,-2.0,16.71,216.0,-3263.0,126.0,3484.0,3.5,0.29,19.0,-3.0,-881.0,1843.0,0.0,-183.0,-2.0,-3254.0,82.91,3209566.73,39.07,4.0,0.38,8.96,287607.89,1.0,1.04,0.02,1965053,4.49,184.87,-3184,5960588,12.11,0,29.29,-1269102,2553517,1292438,-86854,1944013,55.62,30.43,495229,14578,40.75,44.82,5585781,48931712,41.21,1571998,13.12,9.67,1.43,1.43,4092675,42.82,19.8,33.39,0,1067633,0,703367,2964342,-478227,3964135,2018743,256.05,4822601,33.61,29.01,10122121,12348061,0.93,-33149,85.71,0,100,10,14.29,6.43,0,4.62,1,0,15.8,100.0,316.73,2.6,1.27,0.42,3.07,2.04,14.29,4.24,0,2,5.88,5,1.1,0,30.0,0,278.3,13.0,0,1,0,0
3550,0.0842305488721195,0.0849284769302378,0.0906497161989195,0.1800709529323786,0.0764621625293331,0.0508543645784657,0.0778494608265097,-0.019378241530926,-0.0449860394817934,-0.0179909432337494,0.0126548069343055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.54,38.96,7608.0,427.0,1.0,1.0,39.0,85.0,427.0,2.0,0.0,0.12,0.18,0.0,1.0,428.0,26.0,0.0,1.0,1.0,428.0,60.64,120775.48,35.8,0.0,0.36,0.34,412.74,1.0,0.04,0.0,-169330,0.85,177.38,0,893415,7.91,452474,4.18,-317843,1986444,4402,-30677,463887,31.16,2.35,-68842,7612,-10.39,17.98,1972247,1661750,125.01,331795,32.08,2.59,2.56,2.56,646023,10.3,1.11,4.66,0,60971,31024,523909,100616,-36492,992287,318931,212.73,1630442,52.36,3.17,2404658,3468369,0.49,-40406,28.57,0,100.0,3,28.57,6.0,0,1.92,0,0,15.11,100.0,2.79,12.74,5.72,4.24,0.91,14.28,28.57,4.05,0,3,14.29,6,6.31,0,1.69,0,277.35,10.0,0,1,0,0
